access_id,access_lat,access_lon,parent_station
acc_4_176_447,40.41005,-3.65246,est_4_176
acc_4_177_448,40.40698,-3.64409,est_4_177
acc_4_177_449,40.40669,-3.64416,est_4_177
acc_4_177_450,40.40538,-3.64149,est_4_177
acc_4_177_451,40.40505,-3.64161,est_4_177
acc_4_178_1095,40.40051,-3.63506,est_4_178
acc_4_178_452,40.40084,-3.6355,est_4_178
acc_4_178_803,40.40056,-3.63516,est_4_178
acc_4_179_454,40.40098,-3.62116,est_4_179
acc_4_179_455,40.4008,-3.62133,est_4_179
acc_4_179_456,40.39901,-3.62199,est_4_179
acc_4_180_457,40.40452,-3.60889,est_4_180
acc_4_180_458,40.40482,-3.60917,est_4_180
acc_4_180_459,40.40433,-3.60924,est_4_180
acc_4_181_460,40.4039,-3.60483,est_4_181
acc_4_181_461,40.40399,-3.6014,est_4_181
acc_4_181_462,40.40385,-3.60367,est_4_181
acc_4_182_463,40.4014,-3.59588,est_4_182
acc_4_182_464,40.40142,-3.59583,est_4_182
acc_4_182_465,40.40133,-3.59584,est_4_182
acc_4_183_467,40.3674,-3.54841,est_4_183
acc_4_184_468,40.32845,-3.52035,est_4_184
acc_4_185_469,40.31884,-3.47782,est_4_185
acc_4_186_470,40.30353,-3.4475,est_4_186
acc_4_300_815,40.34126,-3.52489,est_4_300
acc_4_300_816,40.34021,-3.52617,est_4_300
acc_4_300_817,40.34004,-3.52601,est_4_300
acc_4_326_1068,40.49103,-3.71635,est_4_326
acc_4_326_1069,40.49124,-3.71687,est_4_326
acc_4_345_1075,40.49963,-3.70916,est_4_345
acc_4_345_1076,40.49962,-3.70924,est_4_345
acc_4_187_471,40.49509,-3.69326,est_4_187
acc_4_188_472,40.48023,-3.68589,est_4_188
acc_4_188_473,40.48345,-3.68711,est_4_188
acc_4_191_475,40.45846,-3.69031,est_4_191
acc_4_191_476,40.45846,-3.68965,est_4_191
acc_4_192_477,40.45151,-3.69131,est_4_192
acc_4_192_478,40.45145,-3.69039,est_4_192
acc_4_192_479,40.45383,-3.69076,est_4_192
acc_4_192_480,40.45381,-3.69026,est_4_192
acc_4_199_481,40.41652,-3.73477,est_4_199
acc_4_200_482,40.40766,-3.75288,est_4_200
acc_4_200_483,40.40805,-3.75323,est_4_200
acc_4_202_484,40.39711,-3.77411,est_4_202
acc_4_202_485,40.39709,-3.77479,est_4_202
acc_4_202_486,40.39718,-3.77421,est_4_202
acc_4_203_487,40.37757,-3.7925,est_4_203
acc_4_203_488,40.37841,-3.79249,est_4_203
acc_4_203_489,40.37758,-3.79246,est_4_203
acc_4_203_490,40.37822,-3.79274,est_4_203
acc_4_204_491,40.34962,-3.80735,est_4_204
acc_4_204_492,40.34982,-3.80768,est_4_204
acc_4_204_493,40.35001,-3.80745,est_4_204
acc_4_205_494,40.34543,-3.81161,est_4_205
acc_4_205_495,40.34599,-3.81153,est_4_205
acc_4_205_496,40.34557,-3.81152,est_4_205
acc_4_205_497,40.34474,-3.81292,est_4_205
acc_4_257_635,40.38382,-3.78391,est_4_257
acc_4_257_636,40.3838,-3.78396,est_4_257
acc_4_274_693,40.50108,-3.69474,est_4_274
acc_4_275_691,40.50529,-3.69582,est_4_275
acc_4_275_692,40.50528,-3.69584,est_4_275
acc_4_276_689,40.50843,-3.66936,est_4_276
acc_4_276_690,40.50844,-3.66939,est_4_276
acc_4_277_687,40.51571,-3.66284,est_4_277
acc_4_277_688,40.51586,-3.66289,est_4_277
acc_4_278_685,40.52763,-3.65865,est_4_278
acc_4_278_686,40.52772,-3.65855,est_4_278
acc_4_279_683,40.53187,-3.6355,est_4_279
acc_4_279_684,40.53199,-3.63548,est_4_279
acc_4_280_680,40.54112,-3.63739,est_4_280
acc_4_280_681,40.54107,-3.63755,est_4_280
acc_4_281_678,40.55044,-3.64708,est_4_281
acc_4_281_679,40.55063,-3.64682,est_4_281
acc_4_282_676,40.55439,-3.63507,est_4_282
acc_4_282_677,40.55435,-3.6354,est_4_282
acc_4_283_674,40.55028,-3.62336,est_4_283
acc_4_283_675,40.55039,-3.62327,est_4_283
acc_4_284_671,40.5602,-3.61143,est_4_284
acc_4_284_672,40.55976,-3.61066,est_4_284
acc_4_284_673,40.5597,-3.61077,est_4_284
acc_4_207_498,40.38052,-3.72825,est_4_207
acc_4_207_499,40.38104,-3.72809,est_4_207
acc_4_207_500,40.38067,-3.72835,est_4_207
acc_4_208_501,40.37603,-3.73437,est_4_208
acc_4_208_502,40.37587,-3.73406,est_4_208
acc_4_208_503,40.37587,-3.7346,est_4_208
acc_4_254_628,40.37385,-3.74005,est_4_254
acc_4_254_629,40.37346,-3.73991,est_4_254
acc_4_254_630,40.37345,-3.73999,est_4_254
acc_4_255_631,40.37199,-3.7518,est_4_255
acc_4_255_632,40.3718,-3.75171,est_4_255
acc_4_256_633,40.36423,-3.75703,est_4_256
acc_4_256_634,40.36415,-3.75707,est_4_256
acc_4_305_1045,40.35789,-3.77783,est_4_305
acc_4_305_1046,40.35771,-3.77745,est_4_305
acc_4_210_504,40.34985,-3.82151,est_4_210
acc_4_210_505,40.34957,-3.82105,est_4_210
acc_4_211_506,40.34991,-3.8315,est_4_211
acc_4_211_507,40.34954,-3.83198,est_4_211
acc_4_211_508,40.34993,-3.83192,est_4_211
acc_4_211_509,40.35002,-3.83192,est_4_211
acc_4_211_582,40.3499,-3.8325,est_4_211
acc_4_211_583,40.35055,-3.83185,est_4_211
acc_4_211_584,40.3502,-3.83227,est_4_211
acc_4_212_510,40.34616,-3.84929,est_4_212
acc_4_212_511,40.34603,-3.84925,est_4_212
acc_4_213_512,40.33476,-3.87217,est_4_213
acc_4_213_513,40.3348,-3.87213,est_4_213
acc_4_213_576,40.33475,-3.87215,est_4_213
acc_4_214_514,40.32854,-3.86349,est_4_214
acc_4_214_515,40.32866,-3.8634,est_4_214
acc_4_214_586,40.32897,-3.86385,est_4_214
acc_4_214_587,40.32891,-3.86368,est_4_214
acc_4_215_516,40.3215,-3.86458,est_4_215
acc_4_215_517,40.32163,-3.8647,est_4_215
acc_4_216_518,40.31636,-3.87464,est_4_216
acc_4_216_519,40.31645,-3.87456,est_4_216
acc_4_217_520,40.30913,-3.86487,est_4_217
acc_4_217_521,40.30914,-3.86471,est_4_217
acc_4_218_522,40.2964,-3.83758,est_4_218
acc_4_218_523,40.2971,-3.83759,est_4_218
acc_4_218_524,40.29688,-3.83753,est_4_218
acc_4_219_525,40.28577,-3.81656,est_4_219
acc_4_219_526,40.28519,-3.81728,est_4_219
acc_4_219_527,40.28574,-3.81668,est_4_219
acc_4_220_528,40.28517,-3.80596,est_4_220
acc_4_220_529,40.28529,-3.80644,est_4_220
acc_4_221_530,40.28267,-3.79885,est_4_221
acc_4_221_531,40.2826,-3.79888,est_4_221
acc_4_221_589,40.28313,-3.79967,est_4_221
acc_4_221_590,40.28267,-3.79985,est_4_221
acc_4_222_532,40.28655,-3.78739,est_4_222
acc_4_222_533,40.287,-3.787,est_4_222
acc_4_222_534,40.2866,-3.787,est_4_222
acc_4_223_535,40.28901,-3.75684,est_4_223
acc_4_223_536,40.28856,-3.75675,est_4_223
acc_4_224_537,40.29345,-3.74621,est_4_224
acc_4_224_538,40.29336,-3.74584,est_4_224
acc_4_225_539,40.30077,-3.73628,est_4_225
acc_4_225_540,40.30088,-3.73679,est_4_225
acc_4_226_543,40.31,-3.73418,est_4_226
acc_4_226_544,40.30997,-3.73386,est_4_226
acc_4_226_545,40.30989,-3.73394,est_4_226
acc_4_227_546,40.31165,-3.7224,est_4_227
acc_4_227_547,40.31179,-3.72264,est_4_227
acc_4_227_548,40.31209,-3.72238,est_4_227
acc_4_228_1084,40.31818,-3.70925,est_4_228
acc_4_228_1085,40.31819,-3.70926,est_4_228
acc_4_228_549,40.3187,-3.71001,est_4_228
acc_4_228_550,40.31841,-3.71005,est_4_228
acc_4_229_551,40.32433,-3.71838,est_4_229
acc_4_229_552,40.32416,-3.71801,est_4_229
acc_4_230_553,40.32946,-3.72997,est_4_230
acc_4_231_555,40.33644,-3.73999,est_4_231
acc_4_231_556,40.33686,-3.74026,est_4_231
acc_4_231_557,40.33656,-3.74049,est_4_231
acc_4_232_558,40.33446,-3.75235,est_4_232
acc_4_232_559,40.33479,-3.75235,est_4_232
acc_4_232_560,40.33465,-3.75247,est_4_232
acc_4_233_561,40.32674,-3.75933,est_4_233
acc_4_233_562,40.32686,-3.75955,est_4_233
acc_4_233_563,40.3265,-3.75956,est_4_233
acc_4_234_564,40.32213,-3.76852,est_4_234
acc_4_234_565,40.32142,-3.76867,est_4_234
acc_4_234_566,40.32183,-3.76865,est_4_234
acc_4_235_567,40.32906,-3.77169,est_4_235
acc_4_235_568,40.3286,-3.77113,est_4_235
acc_4_235_592,40.3287,-3.77104,est_4_235
acc_4_235_593,40.32857,-3.77118,est_4_235
acc_4_236_569,40.3359,-3.77604,est_4_236
acc_4_236_570,40.33646,-3.77573,est_4_236
acc_4_236_571,40.33633,-3.7761,est_4_236
